user_id,partner_id,signup_days,age_group,kyc_status,uses_payments,uses_lending,uses_investing,uses_insurance,product_count,logins_30d,txn_count_30d,txn_volume_30d,support_tickets_30d,feature_clicks_30d,days_since_last_login,days_since_last_txn,recency,frequency,monetary,lifecycle_stage,churned,days_to_churn
U000957,LEND_NOW,165,35-44,verified,1,1,0,1,3,18,1,4932.37,0,110,87,88,88,1,4932.37,Churned,0,237
U000958,LEND_NOW,644,25-34,verified,1,1,0,1,3,12,18,1782.41,0,95,2,112,112,18,1782.41,Active,0,386
U000959,INVEST_X,648,18-24,verified,1,0,0,0,1,44,11,637.83,4,5,40,49,49,11,637.83,Dormant,0,330
U000960,INVEST_X,153,45-54,verified,1,1,0,0,2,30,44,1246.07,0,88,56,9,9,44,1246.07,Dormant,0,380
U000961,LEND_NOW,702,35-44,pending,1,0,0,0,1,23,44,14202.9,0,82,29,53,53,44,14202.9,Champion,0,598
U000962,PAY_CORP,210,35-44,pending,1,1,0,0,2,13,25,1570.29,3,17,76,59,59,25,1570.29,Churned,0,358
U000963,PAY_CORP,65,55+,verified,1,0,0,0,1,10,23,1708.31,2,52,56,80,80,23,1708.31,Dormant,0,561
U000964,INSURE_IT,304,25-34,verified,1,0,1,0,2,28,34,1590.8,2,114,7,88,88,34,1590.8,Champion,0,643
U000965,LEND_NOW,579,45-54,pending,1,1,1,0,3,30,27,2562.81,1,1,69,43,43,27,2562.81,Churned,0,372
U000966,INSURE_IT,612,35-44,pending,1,0,0,0,1,35,28,139.57,4,66,62,31,31,28,139.57,Churned,0,718
U000967,PAY_CORP,475,25-34,verified,1,0,0,0,1,34,6,2967.0,5,50,83,98,98,6,2967.0,Churned,0,691
U000968,INVEST_X,589,18-24,verified,1,1,0,1,3,23,52,2071.04,4,66,83,102,102,52,2071.04,Churned,0,192
U000969,PAY_CORP,210,35-44,failed,0,0,0,1,1,38,17,7704.35,0,54,37,48,48,17,7704.35,Dormant,0,378
U000970,PAY_CORP,636,25-34,verified,0,0,0,0,0,27,23,1320.98,3,1,3,95,95,23,1320.98,Champion,0,514
U000971,PAY_CORP,468,35-44,verified,0,0,1,1,2,0,20,634.51,2,87,36,25,25,20,634.51,Dormant,1,175
U000972,PAY_CORP,122,35-44,verified,1,1,0,0,2,5,57,4398.31,2,119,40,75,75,57,4398.31,Dormant,1,153
U000973,INSURE_IT,118,25-34,verified,1,0,1,0,2,33,57,1589.04,4,78,45,9,9,57,1589.04,Dormant,1,89
U000974,LEND_NOW,214,35-44,verified,1,0,1,1,3,39,54,4114.54,2,115,52,29,29,54,4114.54,Dormant,0,585
U000975,INVEST_X,77,35-44,verified,1,0,1,0,2,23,33,241.06,5,85,18,19,19,33,241.06,Champion,0,470
U000976,LEND_NOW,225,25-34,failed,0,1,1,1,3,42,19,10881.5,3,96,78,106,106,19,10881.5,Churned,1,81
U000977,LEND_NOW,715,45-54,verified,1,1,1,0,3,32,7,12336.53,1,88,1,68,68,7,12336.53,Active,0,306
U000978,INVEST_X,195,18-24,failed,1,0,0,0,1,36,33,1923.27,5,11,62,19,19,33,1923.27,Churned,1,25
U000979,PAY_CORP,469,55+,pending,1,0,1,0,2,23,44,579.84,3,66,78,15,15,44,579.84,Churned,0,202
U000980,INSURE_IT,704,18-24,pending,1,0,0,0,1,30,40,2507.56,4,7,3,15,15,40,2507.56,Champion,0,470
U000981,WALLET_GO,204,25-34,verified,1,0,0,0,1,14,55,2532.4,1,83,39,46,46,55,2532.4,Dormant,0,440
U000982,WALLET_GO,510,35-44,pending,0,0,0,0,0,41,58,575.46,1,32,26,2,2,58,575.46,Champion,0,445
U000983,LEND_NOW,340,18-24,verified,1,0,0,0,1,1,2,338.89,3,63,62,53,53,2,338.89,Churned,1,166
U000984,PAY_CORP,226,25-34,verified,0,0,1,0,1,1,24,301.84,1,108,69,107,107,24,301.84,Churned,0,283
U000985,INSURE_IT,685,18-24,failed,1,1,0,0,2,14,31,1346.43,0,63,69,14,14,31,1346.43,Churned,0,186
U000986,LEND_NOW,483,35-44,verified,1,0,1,1,3,9,35,4948.09,2,21,29,12,12,35,4948.09,Active,0,500
U000987,PAY_CORP,332,35-44,pending,1,1,0,0,2,29,24,124.12,1,107,35,59,59,24,124.12,Dormant,1,99
U000988,LEND_NOW,590,18-24,verified,1,0,0,0,1,32,39,5463.07,5,98,89,116,116,39,5463.07,Churned,0,688
U000989,WALLET_GO,651,25-34,verified,1,1,1,0,3,0,37,6286.2,2,3,34,89,89,37,6286.2,Dormant,1,17
U000990,INVEST_X,569,25-34,pending,1,0,0,1,2,9,31,1498.92,2,59,70,65,65,31,1498.92,Churned,1,99
U000991,WALLET_GO,629,55+,verified,1,0,1,0,2,41,6,7954.67,0,110,88,82,82,6,7954.67,Churned,0,508
U000992,WALLET_GO,252,18-24,verified,1,0,0,1,2,28,16,1019.4,3,63,13,86,86,16,1019.4,Champion,0,665
U000993,PAY_CORP,267,35-44,pending,1,0,0,1,2,17,9,5602.53,1,107,73,13,13,9,5602.53,Churned,0,663
U000994,INSURE_IT,190,25-34,verified,1,0,0,0,1,17,20,1978.82,4,39,13,44,44,20,1978.82,Champion,0,671
U000995,LEND_NOW,510,35-44,verified,1,1,0,0,2,2,33,165.09,0,86,67,47,47,33,165.09,Churned,0,311
U000996,INVEST_X,584,55+,verified,1,0,0,1,2,19,22,1388.27,4,76,34,54,54,22,1388.27,Dormant,0,521
U000997,PAY_CORP,485,25-34,verified,1,0,0,1,2,39,29,788.46,5,100,12,25,25,29,788.46,Champion,0,698
U000998,INSURE_IT,443,45-54,verified,0,1,0,0,1,24,17,11350.56,5,83,68,17,17,17,11350.56,Churned,1,68
U000999,PAY_CORP,562,25-34,verified,1,1,0,0,2,8,41,1935.87,3,4,21,2,2,41,1935.87,Active,0,366
U001000,PAY_CORP,155,35-44,verified,1,0,1,0,2,44,30,1485.88,1,64,79,54,54,30,1485.88,Churned,1,122
U001001,LEND_NOW,282,25-34,failed,1,0,0,0,1,2,43,947.97,3,66,85,90,90,43,947.97,Churned,0,194
U001002,PAY_CORP,517,25-34,verified,1,0,0,0,1,0,3,6273.51,4,95,81,43,43,3,6273.51,Churned,1,160
U001003,PAY_CORP,66,18-24,pending,1,0,0,0,1,3,49,3464.6,4,46,40,99,99,49,3464.6,Dormant,0,374
U001004,INVEST_X,658,18-24,verified,1,0,1,0,2,4,46,9404.35,0,89,43,51,51,46,9404.35,Dormant,0,396
U001005,LEND_NOW,148,55+,verified,1,1,1,0,3,23,45,165.42,2,73,3,32,32,45,165.42,Champion,0,573
U001006,INSURE_IT,573,45-54,failed,0,0,0,1,1,37,0,4306.38,3,68,53,32,32,0,4306.38,Dormant,0,432
U001007,LEND_NOW,455,25-34,verified,1,0,0,1,2,12,56,8438.25,0,37,75,29,29,56,8438.25,Churned,0,374
U001008,WALLET_GO,614,35-44,verified,1,0,0,0,1,30,38,3140.25,3,42,26,28,28,38,3140.25,Champion,0,440
U001009,LEND_NOW,564,35-44,pending,1,1,1,0,3,37,35,228.36,1,85,3,37,37,35,228.36,Champion,0,298
U001010,INVEST_X,385,25-34,pending,1,0,0,0,1,27,3,3261.76,0,1,15,113,113,3,3261.76,Active,0,192
U001011,INVEST_X,551,25-34,verified,1,0,0,1,2,24,46,14870.82,4,63,33,79,79,46,14870.82,Dormant,1,88
U001012,LEND_NOW,269,35-44,pending,1,0,1,1,3,2,57,3542.03,3,108,66,65,65,57,3542.03,Churned,1,158
U001013,INSURE_IT,432,25-34,failed,1,1,0,1,3,12,54,6816.46,5,10,33,115,115,54,6816.46,Dormant,0,290
U001014,LEND_NOW,661,35-44,verified,1,1,1,0,3,40,35,3854.89,5,112,68,51,51,35,3854.89,Churned,1,115
U001015,PAY_CORP,88,25-34,verified,1,0,0,0,1,26,28,7319.45,2,89,28,73,73,28,7319.45,Champion,0,604
U001016,INVEST_X,275,18-24,verified,1,0,0,0,1,20,25,124.07,4,84,9,72,72,25,124.07,Champion,0,384
U001017,WALLET_GO,41,35-44,verified,1,1,1,0,3,42,7,4217.35,1,40,68,119,119,7,4217.35,Churned,0,266
U001018,PAY_CORP,398,35-44,verified,1,0,0,0,1,29,22,4083.04,3,77,53,111,111,22,4083.04,Dormant,0,450
U001019,LEND_NOW,569,55+,verified,1,1,1,0,3,38,50,6163.96,5,91,13,45,45,50,6163.96,Champion,0,527
U001020,WALLET_GO,56,25-34,verified,1,0,0,0,1,5,56,2382.75,1,73,59,81,81,56,2382.75,Dormant,0,671
U001021,WALLET_GO,409,35-44,verified,1,1,1,0,3,6,7,8298.78,2,80,13,10,10,7,8298.78,Active,0,502
U001022,INSURE_IT,316,55+,verified,1,1,1,1,4,39,11,1398.71,0,25,58,62,62,11,1398.71,Dormant,0,411
U001023,INVEST_X,570,35-44,verified,1,1,1,0,3,39,20,1006.21,0,112,40,73,73,20,1006.21,Dormant,0,491
U001024,INVEST_X,181,55+,verified,1,0,0,1,2,14,27,190.26,4,38,43,39,39,27,190.26,Dormant,0,402
U001025,LEND_NOW,142,55+,verified,1,0,0,0,1,16,47,5087.56,1,88,86,37,37,47,5087.56,Churned,0,504
U001026,INSURE_IT,95,45-54,verified,1,1,0,0,2,11,34,1521.98,3,96,63,91,91,34,1521.98,Churned,1,1
U001027,LEND_NOW,311,55+,verified,1,0,0,0,1,17,12,2750.79,4,24,4,91,91,12,2750.79,Champion,0,314
U001028,WALLET_GO,366,35-44,verified,1,0,1,0,2,0,8,338.94,2,64,44,43,43,8,338.94,Dormant,0,474
U001029,LEND_NOW,664,25-34,verified,1,0,1,0,2,22,12,2879.6,5,32,72,38,38,12,2879.6,Churned,1,12
U001030,INVEST_X,351,55+,verified,1,0,1,0,2,33,11,3004.56,5,7,34,118,118,11,3004.56,Dormant,0,562
U001031,WALLET_GO,148,45-54,verified,1,0,0,0,1,34,49,5120.29,4,109,86,59,59,49,5120.29,Churned,1,156
U001032,LEND_NOW,512,18-24,verified,1,1,0,0,2,23,6,3768.03,3,80,15,12,12,6,3768.03,Active,0,387
U001033,INSURE_IT,72,25-34,verified,0,0,0,0,0,19,20,2609.76,5,29,0,50,50,20,2609.76,Champion,0,250
U001034,LEND_NOW,268,25-34,verified,1,0,0,0,1,5,51,1242.15,4,53,77,74,74,51,1242.15,Churned,0,665
U001035,INVEST_X,480,45-54,verified,1,0,0,0,1,29,30,1914.8,0,66,20,89,89,30,1914.8,Champion,0,564
U001036,LEND_NOW,205,25-34,verified,1,0,1,0,2,20,2,1246.88,3,19,89,86,86,2,1246.88,Churned,0,220
U001037,LEND_NOW,440,25-34,verified,0,0,0,0,0,7,15,10041.76,2,82,5,105,105,15,10041.76,Active,0,432
U001038,LEND_NOW,342,35-44,verified,1,0,1,0,2,22,11,5837.1,1,56,66,34,34,11,5837.1,Churned,0,203
U001039,PAY_CORP,686,18-24,failed,1,0,0,0,1,13,21,4736.2,3,12,49,19,19,21,4736.2,Dormant,0,447
U001040,PAY_CORP,228,55+,verified,1,0,0,1,2,3,30,13658.65,5,61,87,0,0,30,13658.65,Churned,0,579
U001041,INVEST_X,655,25-34,verified,1,0,1,0,2,42,46,69.67,5,20,85,119,119,46,69.67,Churned,1,137
U001042,INVEST_X,461,25-34,pending,0,0,0,0,0,38,56,2283.48,4,73,68,33,33,56,2283.48,Churned,0,340
U001043,INVEST_X,547,25-34,failed,1,1,1,0,3,18,51,2293.28,5,73,75,77,77,51,2293.28,Churned,0,643
U001044,PAY_CORP,146,45-54,verified,1,0,0,0,1,40,30,10184.68,2,108,53,119,119,30,10184.68,Dormant,1,71
U001045,LEND_NOW,43,35-44,verified,0,0,0,0,0,32,28,482.54,2,65,55,94,94,28,482.54,Dormant,0,193
U001046,PAY_CORP,534,25-34,verified,1,1,0,0,2,18,22,18361.54,3,48,53,33,33,22,18361.54,Dormant,0,622
U001047,WALLET_GO,361,25-34,pending,0,0,0,0,0,3,30,5423.25,5,3,84,17,17,30,5423.25,Churned,0,283
U001048,WALLET_GO,243,55+,verified,1,1,0,1,3,44,8,3531.83,1,64,3,2,2,8,3531.83,Active,0,278
U001049,PAY_CORP,648,45-54,verified,1,1,0,0,2,1,40,14403.23,3,85,41,35,35,40,14403.23,Dormant,0,515
U001050,INVEST_X,255,35-44,verified,1,0,0,1,2,41,7,393.36,5,108,3,43,43,7,393.36,Active,0,615
U001051,PAY_CORP,329,25-34,verified,1,1,0,1,3,2,16,4114.07,0,7,88,119,119,16,4114.07,Churned,0,426
U001052,PAY_CORP,529,55+,pending,1,0,1,1,3,36,49,126.23,0,39,24,105,105,49,126.23,Champion,0,522
U001053,PAY_CORP,693,35-44,verified,1,0,1,0,2,31,45,3600.84,0,89,18,51,51,45,3600.84,Champion,0,456
U001054,PAY_CORP,650,25-34,verified,1,1,0,0,2,34,21,392.66,4,11,85,26,26,21,392.66,Churned,1,27
U001055,INVEST_X,480,55+,verified,1,1,1,0,3,2,56,1430.19,5,22,71,15,15,56,1430.19,Churned,0,599
U001056,INSURE_IT,106,45-54,pending,1,1,0,0,2,40,28,10183.64,3,66,15,47,47,28,10183.64,Champion,0,243
U001057,PAY_CORP,105,35-44,verified,1,0,0,0,1,27,10,216.45,5,63,6,36,36,10,216.45,Champion,0,481
U001058,INVEST_X,508,45-54,pending,1,0,0,0,1,38,56,2815.62,5,18,80,12,12,56,2815.62,Churned,0,657
U001059,WALLET_GO,381,25-34,verified,1,0,1,0,2,11,22,3855.18,3,76,0,114,114,22,3855.18,Active,0,503
U001060,INSURE_IT,121,35-44,verified,1,1,0,0,2,22,23,1507.55,4,68,52,1,1,23,1507.55,Dormant,0,232
U001061,INVEST_X,509,25-34,verified,0,0,0,0,0,6,7,2037.27,4,31,44,21,21,7,2037.27,Dormant,1,117
U001062,PAY_CORP,680,35-44,verified,0,0,1,0,1,30,13,3067.79,1,39,54,48,48,13,3067.79,Dormant,1,85
U001063,INVEST_X,75,25-34,verified,1,0,0,1,2,31,6,3322.85,3,45,71,75,75,6,3322.85,Churned,0,642
U001064,LEND_NOW,599,25-34,verified,1,0,1,0,2,5,29,2484.79,0,50,80,52,52,29,2484.79,Churned,1,81
U001065,INSURE_IT,267,55+,verified,1,1,1,0,3,24,35,1380.25,4,66,4,77,77,35,1380.25,Champion,0,601
U001066,LEND_NOW,304,18-24,verified,1,1,1,0,3,27,31,871.0,0,23,54,58,58,31,871.0,Dormant,0,318
U001067,INVEST_X,524,45-54,pending,1,0,0,0,1,40,16,666.72,1,97,71,47,47,16,666.72,Churned,0,256
U001068,PAY_CORP,200,25-34,verified,0,1,0,0,1,4,0,2921.02,0,27,88,106,106,0,2921.02,Churned,0,614
U001069,LEND_NOW,138,18-24,pending,1,0,0,1,2,32,15,9288.81,1,74,83,73,73,15,9288.81,Churned,0,323
U001070,WALLET_GO,695,18-24,pending,1,1,0,0,2,27,57,4647.23,0,85,0,16,16,57,4647.23,Champion,0,474
U001071,INVEST_X,270,25-34,verified,1,0,0,0,1,14,23,172.28,3,37,3,60,60,23,172.28,Active,0,417
U001072,LEND_NOW,147,25-34,verified,0,0,0,0,0,8,14,4794.84,0,10,19,21,21,14,4794.84,Active,0,312
U001073,INSURE_IT,506,25-34,verified,1,0,1,0,2,5,41,5781.03,1,45,7,115,115,41,5781.03,Active,0,686
U001074,WALLET_GO,179,35-44,pending,1,0,1,0,2,4,28,337.56,2,77,2,89,89,28,337.56,Active,0,294
U001075,LEND_NOW,565,25-34,verified,1,0,0,1,2,28,17,2861.09,3,71,73,91,91,17,2861.09,Churned,0,389
U001076,INVEST_X,78,18-24,verified,0,0,1,0,1,32,17,4109.87,5,6,40,23,23,17,4109.87,Dormant,0,614
U001077,LEND_NOW,387,25-34,verified,1,0,0,0,1,15,31,9724.71,5,63,14,101,101,31,9724.71,Champion,0,304
U001078,INVEST_X,308,18-24,verified,1,1,1,0,3,41,59,388.01,3,49,69,13,13,59,388.01,Churned,0,373
U001079,LEND_NOW,690,18-24,verified,1,1,0,0,2,7,48,5808.79,1,116,14,8,8,48,5808.79,Active,0,713
U001080,PAY_CORP,389,25-34,verified,1,1,0,0,2,6,32,141.37,0,84,51,112,112,32,141.37,Dormant,1,146
U001081,INSURE_IT,668,35-44,verified,1,0,0,1,2,25,4,3779.8,3,65,47,49,49,4,3779.8,Dormant,0,629
U001082,INSURE_IT,201,35-44,verified,1,0,0,0,1,32,41,69.53,4,23,57,52,52,41,69.53,Dormant,0,595
U001083,WALLET_GO,356,45-54,verified,1,1,0,0,2,29,10,61.26,5,36,54,65,65,10,61.26,Dormant,0,543
U001084,INSURE_IT,591,45-54,failed,1,0,0,1,2,44,52,5349.52,2,49,46,117,117,52,5349.52,Dormant,1,166
U001085,WALLET_GO,140,35-44,verified,1,0,0,0,1,12,31,3192.3,3,115,26,57,57,31,3192.3,Active,0,318
U001086,WALLET_GO,670,25-34,verified,1,0,1,0,2,16,8,5318.77,4,11,70,2,2,8,5318.77,Churned,0,603
U001087,WALLET_GO,563,18-24,verified,1,1,0,0,2,32,16,1801.38,0,119,48,50,50,16,1801.38,Dormant,0,579
U001088,LEND_NOW,497,35-44,verified,1,0,0,0,1,11,25,1872.56,2,87,55,54,54,25,1872.56,Dormant,0,485
U001089,LEND_NOW,197,25-34,verified,1,0,0,0,1,3,56,13859.9,3,32,15,113,113,56,13859.9,Active,1,101
U001090,PAY_CORP,594,25-34,verified,1,0,1,1,3,32,38,4374.44,3,71,45,23,23,38,4374.44,Dormant,0,232
U001091,INVEST_X,611,55+,pending,1,0,1,1,3,32,4,4407.11,3,78,2,81,81,4,4407.11,Active,0,689
U001092,PAY_CORP,231,18-24,pending,1,1,0,0,2,9,30,4439.13,1,0,15,110,110,30,4439.13,Active,1,66
U001093,PAY_CORP,435,18-24,verified,0,0,0,0,0,4,19,13463.3,1,0,6,91,91,19,13463.3,Active,0,572
U001094,INVEST_X,71,55+,pending,1,0,0,1,2,3,47,7529.86,5,62,68,4,4,47,7529.86,Churned,0,267
U001095,LEND_NOW,301,25-34,verified,1,1,0,0,2,31,0,7395.47,3,115,36,65,65,0,7395.47,Dormant,1,31
U001096,PAY_CORP,133,25-34,pending,1,0,0,0,1,2,53,5984.87,0,39,53,66,66,53,5984.87,Dormant,1,97
U001097,WALLET_GO,413,18-24,verified,1,1,0,1,3,19,0,2792.16,4,107,16,73,73,0,2792.16,Active,0,712
U001098,WALLET_GO,408,25-34,verified,1,0,0,0,1,0,32,4462.36,3,7,7,102,102,32,4462.36,At-Risk,0,358
U001099,PAY_CORP,397,55+,verified,0,0,0,1,1,6,4,6333.6,4,33,57,108,108,4,6333.6,Dormant,0,608
U001100,PAY_CORP,497,35-44,verified,1,1,0,1,3,39,23,2790.48,1,79,32,95,95,23,2790.48,Dormant,0,685
U001101,LEND_NOW,668,25-34,pending,1,0,1,0,2,0,24,1077.93,4,3,49,102,102,24,1077.93,Dormant,0,332
U001102,WALLET_GO,165,25-34,verified,1,0,0,1,2,40,36,3008.43,1,95,64,108,108,36,3008.43,Churned,0,657
U001103,WALLET_GO,177,25-34,verified,1,1,0,0,2,38,20,337.34,3,21,54,19,19,20,337.34,Dormant,0,643
U001104,PAY_CORP,178,35-44,verified,1,0,0,1,2,29,54,796.88,5,28,70,63,63,54,796.88,Churned,0,544
U001105,WALLET_GO,670,25-34,pending,1,1,0,1,3,39,25,9104.21,4,107,9,77,77,25,9104.21,Champion,0,599
U001106,PAY_CORP,93,18-24,verified,1,0,1,0,2,35,53,687.95,4,4,38,57,57,53,687.95,Dormant,0,272
U001107,LEND_NOW,51,35-44,verified,1,1,1,0,3,16,21,2564.93,0,66,82,82,82,21,2564.93,Churned,0,577
U001108,INSURE_IT,140,45-54,verified,1,0,1,0,2,20,40,239.69,2,29,17,94,94,40,239.69,Champion,0,488
U001109,PAY_CORP,560,55+,verified,1,0,0,0,1,29,4,1606.69,4,57,77,4,4,4,1606.69,Churned,0,523
U001110,PAY_CORP,429,45-54,verified,1,0,1,0,2,36,20,572.3,4,102,45,56,56,20,572.3,Dormant,1,22
U001111,LEND_NOW,664,35-44,verified,0,0,0,0,0,39,36,155.6,1,90,32,72,72,36,155.6,Dormant,0,687
U001112,INVEST_X,170,45-54,failed,1,0,0,0,1,12,20,3472.45,5,83,38,7,7,20,3472.45,Dormant,0,468
U001113,INSURE_IT,301,55+,pending,1,0,0,0,1,4,19,2071.64,0,64,39,99,99,19,2071.64,Dormant,0,410
U001114,INSURE_IT,413,18-24,verified,1,1,0,0,2,22,27,3291.1,2,36,83,116,116,27,3291.1,Churned,0,633
U001115,PAY_CORP,80,25-34,verified,1,0,0,0,1,22,32,239.01,2,94,40,28,28,32,239.01,Dormant,0,617
U001116,PAY_CORP,663,25-34,pending,1,1,1,0,3,39,27,6055.9,1,56,12,93,93,27,6055.9,Champion,0,575
U001117,WALLET_GO,585,55+,verified,1,0,0,1,2,19,48,571.98,1,98,38,36,36,48,571.98,Dormant,0,667
U001118,PAY_CORP,129,55+,pending,1,0,0,0,1,14,34,9461.41,2,36,72,115,115,34,9461.41,Churned,1,45
U001119,WALLET_GO,611,45-54,verified,0,0,0,0,0,9,54,12930.76,5,30,37,103,103,54,12930.76,Dormant,0,533
U001120,INVEST_X,339,25-34,pending,1,1,0,0,2,3,12,5292.95,3,61,19,45,45,12,5292.95,Active,1,88
U001121,PAY_CORP,262,55+,verified,1,0,0,0,1,11,52,1605.43,1,63,44,74,74,52,1605.43,Dormant,0,302
U001122,WALLET_GO,682,18-24,failed,0,0,0,0,0,16,19,12511.07,3,97,89,79,79,19,12511.07,Churned,1,114
U001123,PAY_CORP,387,25-34,verified,1,0,0,1,2,41,21,1220.14,5,55,55,115,115,21,1220.14,Dormant,0,647
U001124,LEND_NOW,186,35-44,pending,0,1,0,0,1,34,48,585.61,1,73,53,99,99,48,585.61,Dormant,0,676
U001125,INVEST_X,588,45-54,verified,1,0,0,0,1,31,10,5998.84,5,81,40,110,110,10,5998.84,Dormant,0,666
U001126,LEND_NOW,523,45-54,verified,1,0,0,0,1,0,53,574.01,3,82,83,90,90,53,574.01,Churned,1,153
U001127,INVEST_X,162,25-34,verified,1,0,1,0,2,28,33,4865.58,5,49,22,3,3,33,4865.58,Champion,0,554
U001128,INVEST_X,497,25-34,verified,1,0,0,1,2,3,35,1456.85,2,12,84,95,95,35,1456.85,Churned,0,253
U001129,INSURE_IT,463,25-34,verified,1,1,0,0,2,29,52,3459.02,2,46,54,33,33,52,3459.02,Dormant,0,713
U001130,INSURE_IT,219,18-24,verified,1,0,0,0,1,18,33,54.2,0,9,44,70,70,33,54.2,Dormant,0,492
U001131,LEND_NOW,327,45-54,failed,1,1,0,1,3,18,48,1979.53,1,106,28,22,22,48,1979.53,Champion,0,364
U001132,PAY_CORP,609,25-34,pending,1,0,1,0,2,16,15,3342.66,1,109,7,102,102,15,3342.66,Champion,0,188
U001133,WALLET_GO,150,25-34,pending,1,1,0,1,3,35,27,803.77,2,96,8,24,24,27,803.77,Champion,0,381
U001134,INSURE_IT,528,25-34,verified,1,0,1,0,2,1,13,1681.49,3,96,15,78,78,13,1681.49,At-Risk,0,239
U001135,LEND_NOW,603,35-44,verified,1,0,1,1,3,33,46,4209.37,5,115,36,87,87,46,4209.37,Dormant,0,704
U001136,LEND_NOW,676,45-54,verified,1,1,1,0,3,13,54,127.32,1,78,27,2,2,54,127.32,Active,0,378
U001137,LEND_NOW,254,25-34,verified,1,0,0,0,1,19,11,2809.36,1,13,53,75,75,11,2809.36,Dormant,0,681
U001138,PAY_CORP,213,18-24,verified,1,1,0,0,2,30,55,3982.79,2,16,8,87,87,55,3982.79,Champion,0,344
U001139,INVEST_X,674,55+,pending,1,1,0,0,2,6,1,169.82,0,53,23,79,79,1,169.82,Active,0,421
U001140,LEND_NOW,349,35-44,verified,1,0,1,0,2,7,47,2239.46,2,99,19,64,64,47,2239.46,Active,0,362
U001141,WALLET_GO,422,25-34,verified,0,1,0,0,1,4,54,1046.83,4,98,88,97,97,54,1046.83,Churned,1,1
U001142,WALLET_GO,383,25-34,verified,1,1,1,1,4,10,47,8925.18,2,112,66,42,42,47,8925.18,Churned,0,551
U001143,WALLET_GO,385,55+,verified,1,0,1,0,2,35,56,4796.6,2,90,80,15,15,56,4796.6,Churned,0,206
U001144,LEND_NOW,460,35-44,verified,1,1,0,0,2,5,52,5986.19,5,69,72,82,82,52,5986.19,Churned,0,410
U001145,LEND_NOW,322,25-34,verified,1,0,1,0,2,31,43,927.74,1,53,22,41,41,43,927.74,Champion,0,271
U001146,WALLET_GO,300,18-24,verified,1,0,1,0,2,23,11,3274.05,5,78,40,49,49,11,3274.05,Dormant,0,258
U001147,WALLET_GO,306,25-34,verified,0,0,1,0,1,20,20,2497.08,0,48,81,43,43,20,2497.08,Churned,0,241
U001148,LEND_NOW,482,25-34,verified,1,0,0,0,1,36,11,3986.48,3,77,81,69,69,11,3986.48,Churned,0,273
U001149,WALLET_GO,594,18-24,failed,1,0,0,0,1,6,5,4505.51,4,78,20,14,14,5,4505.51,Active,1,21
U001150,PAY_CORP,413,25-34,verified,1,1,0,0,2,2,28,8386.59,0,88,83,37,37,28,8386.59,Churned,0,242
U001151,WALLET_GO,497,18-24,verified,1,0,1,0,2,34,2,6099.46,1,87,74,100,100,2,6099.46,Churned,1,165
U001152,PAY_CORP,315,25-34,verified,1,0,0,0,1,5,10,11809.98,3,36,23,85,85,10,11809.98,Active,0,654
U001153,PAY_CORP,563,25-34,pending,1,0,0,1,2,16,1,1394.32,0,94,18,100,100,1,1394.32,Active,0,611
U001154,INVEST_X,301,25-34,verified,1,0,1,0,2,31,46,404.73,2,75,6,23,23,46,404.73,Champion,0,387
U001155,PAY_CORP,320,45-54,verified,1,0,0,0,1,34,17,1519.48,5,19,31,94,94,17,1519.48,Dormant,0,228
U001156,PAY_CORP,68,25-34,verified,1,1,0,0,2,31,50,852.11,2,65,84,118,118,50,852.11,Churned,0,448
U001157,PAY_CORP,210,45-54,failed,0,0,0,0,0,31,16,1147.51,5,53,71,16,16,16,1147.51,Churned,0,352
U001158,LEND_NOW,539,55+,verified,1,1,0,0,2,17,35,12351.24,0,11,36,100,100,35,12351.24,Dormant,0,483
U001159,WALLET_GO,89,55+,verified,1,0,0,1,2,41,15,389.41,3,75,47,37,37,15,389.41,Dormant,0,364
U001160,PAY_CORP,184,25-34,verified,0,0,0,0,0,10,34,6375.41,5,44,21,26,26,34,6375.41,Active,0,613
U001161,INVEST_X,565,25-34,verified,0,0,0,0,0,3,53,6894.19,3,93,14,27,27,53,6894.19,Active,0,328
U001162,WALLET_GO,632,35-44,verified,0,1,0,0,1,38,22,6569.79,2,39,39,23,23,22,6569.79,Dormant,1,123
U001163,PAY_CORP,316,18-24,pending,1,1,1,1,4,28,10,5738.02,1,7,82,108,108,10,5738.02,Churned,0,545
U001164,PAY_CORP,310,18-24,verified,0,1,0,0,1,23,15,548.04,0,103,38,88,88,15,548.04,Dormant,1,9
U001165,WALLET_GO,381,18-24,failed,1,0,1,0,2,35,7,479.07,2,78,44,63,63,7,479.07,Dormant,0,492
U001166,WALLET_GO,561,35-44,failed,0,0,1,0,1,32,43,2146.97,3,111,67,62,62,43,2146.97,Churned,0,601
U001167,INVEST_X,353,45-54,verified,1,1,0,1,3,13,24,2944.85,3,13,51,20,20,24,2944.85,Dormant,1,152
U001168,WALLET_GO,149,25-34,pending,1,0,0,1,2,1,28,8857.15,5,77,1,86,86,28,8857.15,At-Risk,0,556
U001169,PAY_CORP,327,55+,pending,1,0,0,0,1,33,46,832.77,1,46,75,23,23,46,832.77,Churned,0,282
U001170,LEND_NOW,205,45-54,verified,1,0,1,0,2,32,33,94.41,3,8,58,92,92,33,94.41,Dormant,1,175
U001171,WALLET_GO,501,18-24,verified,1,1,1,0,3,13,28,3458.39,4,27,35,32,32,28,3458.39,Dormant,1,18
